UP_CP,Next_DS_CP,ChLosFac,LAT,LONG
W12301,403101,0.0000,32.611416310000003,-98.325850860000003
W12302,403201,0.0000,32.643909119999996,-98.270919849999999
CON040,400503,0.0000,32.868163780000003,-98.217485600000003
CON042,400901,0.0010,32.770272540000001,-98.155758039999995
CON044,401302,0.0000,32.643130710000001,-98.102388120000001
CON045,CON046,0.0020,32.703211979999999,-98.039448039999996
CON046,404402,0.0010,32.625976090000002,-98.004126889999995
CON047,405101,0.0010,32.583568919999998,-97.892735110000004
CON048,405202,0.0000,32.592153349999997,-97.834860669999998
CON049,411404,0.0000,32.502551080000003,-97.833273349999999
CON050,W12051,0.0010,32.415509819999997,-97.680235199999998
CON189,CON044,0.0000,32.644678509999999,-98.102661069999996
CON190,CON042,0.0030,32.800059189999999,-98.225515410000000
CON191,CON049,0.0000,32.514431920000000,-97.835743269999995
CON192,CON193,0.0010,32.493777119999997,-97.816404509999998
CON193,CON194,0.0020,32.477601180000001,-97.803369239999995
CON193,406001,0.0016,32.477601180000001,-97.803369239999995
CON193,405502,0.0002,32.477601180000001,-97.803369239999995
CON194,CON050,0.0020,32.415686340000001,-97.764610880000006
SHGR26,399901,0.0040,32.871069140000003,-98.425563900000000
BRPP27,400001,0.0010,32.862848939999999,-98.302364139999995
PPSA28,403803,0.0040,32.630857329999998,-98.181099169999996
BRDE29,404502,0.0010,32.615752200000003,-97.925589220000006
019031,403201,0.0000,32.652108790000000,-98.307717190000005
021703,W12052,0.0000,32.578148349999999,-97.828472030000000
021701,W12052,0.0000,32.588813020000003,-97.835243489999996
021702,405201,0.0000,32.591895760000000,-97.834866629999993
105851,CON045,0.0000,32.811696750000003,-98.047264799999994
039571,CON045,0.0000,32.646182019999998,-98.047056690000005
014811,CON050,0.0000,32.406802859999999,-97.712127949999996
019032,403201,0.0000,32.652864809999997,-98.306482020000004
019033,403201,0.0000,32.652853030000003,-98.305566450000001
027891,399901,0.0000,32.858543519999998,-98.411391609999995
101782,CON194,0.0000,32.416660759999999,-97.776467870000005
105852,400601,0.0000,32.785934519999998,-98.134653240000006
380801,380802,0.0000,32.089269020000003,-98.857510110000007
380802,380831,0.0000,32.089269020000003,-98.857510110000007
380803,384402,0.0000,32.084539190000001,-98.846337379999994
380831,380803,0.0000,32.089269020000003,-98.857510110000007
380851,380803,0.0000,32.089266369999997,-98.857206289999993
384401,357501,0.0000,32.073332839999999,-98.802169559999996
384402,384403,0.0000,32.080246580000001,-98.826663769999996
384403,384404,0.0000,32.080246580000001,-98.826663769999996
384404,384431,0.0000,32.080246580000001,-98.826663769999996
384431,384401,0.0000,32.080246580000001,-98.826663769999996
388031,357401,0.0000,32.106858260000003,-98.701561670000004
390201,390231,0.0000,31.937804159999999,-98.756921939999998
390231,360331,0.0000,31.937804159999999,-98.756921939999998
393401,393431,0.0000,32.165047459999997,-98.556772420000001
393431,350301,0.0000,32.165047459999997,-98.556772420000001
426301,426331,0.0000,32.159051210000001,-98.696588770000005
426331,352802,0.0000,32.159051210000001,-98.696588770000005
426401,426431,0.0000,32.008810990000001,-98.676227479999994
426431,541601,0.0000,32.008810990000001,-98.676227479999994
507301,507331,0.0000,32.056757800000000,-98.585437519999999
507331,CON058,0.0000,32.056757800000000,-98.585437519999999
P51611,5161P1,0.0000,32.046244110000004,-98.637474190000006
5161P1,359501,0.0000,32.046244110000004,-98.637474190000006
518701,518731,0.0000,31.999066830000000,-98.842532910000003
518731,357501,0.0000,31.999066830000000,-98.842532910000003
525501,525531,0.0000,32.056012180000003,-98.712580299999999
525531,357501,0.0000,32.056012180000003,-98.712580299999999
526001,526031,0.0000,32.157472640000002,-98.642545060000003
526002,526032,0.0000,32.156132120000002,-98.637400380000003
526031,353201,0.0000,32.157472640000002,-98.642545060000003
526032,353201,0.0000,32.156132120000002,-98.637400380000003
P52741,5274P1,0.0000,32.317671660000002,-98.605236800000000
5274P1,CON176,0.0000,32.317671660000002,-98.605236800000000
541601,541631,0.0000,32.012156419999997,-98.676180439999996
541631,358502,0.0000,32.012156419999997,-98.676180439999996
360931,361101,0.0000,31.961490890000000,-98.654158960000004
346501,346531,0.0000,32.416397959999998,-98.832202870000003
346531,346801,0.0000,32.416397959999998,-98.832202870000003
346631,346801,0.0000,32.424604539999997,-98.829053849999994
346701,346731,0.0000,32.354425050000003,-99.027771329999993
346731,346801,0.0000,32.354425050000003,-99.027771329999993
346801,346831,0.0000,32.371555819999998,-98.769134309999998
346831,CON182,0.0000,32.371555819999998,-98.769134309999998
346901,346931,0.0000,32.330291860000003,-98.706685570000005
346931,W12242,0.0000,32.330291860000003,-98.706685570000005
347001,347031,0.0000,32.361618229999998,-98.673683310000001
347031,CON181,0.0000,32.362402240000002,-98.674889879999995
347051,347001,0.0000,32.362399170000003,-98.674585170000000
347101,347131,0.0000,32.537250290000003,-98.737068500000007
347102,347132,0.0000,32.525673660000002,-98.737529920000000
347131,347102,0.0000,32.537250290000003,-98.737068500000007
347132,CON181,0.0000,32.525673660000002,-98.737529920000000
347201,347231,0.0000,32.431972450000004,-98.683044809999998
347231,CON181,0.0000,32.431972450000004,-98.683044809999998
347301,347331,0.0000,32.335692569999999,-98.630227890000000
347331,CON180,0.0000,32.335692569999999,-98.630227890000000
347401,347431,0.0000,32.288388550000001,-98.820716450000006
347431,347501,0.0000,32.288388550000001,-98.820716450000006
347501,347531,0.0000,32.289382250000003,-98.816749389999998
347531,CON182,0.0000,32.289382250000003,-98.816749389999998
347901,347931,0.0000,32.257657680000001,-98.726842280000000
347931,348001,0.0000,32.257657680000001,-98.726842280000000
348001,348031,0.0000,32.269076099999999,-98.710266160000003
348031,CON179,0.0000,32.269076099999999,-98.710266160000003
348101,348131,0.0000,32.267215120000003,-98.704209640000002
348131,CON179,0.0000,32.267215120000003,-98.704209640000002
348201,348231,0.0000,32.274229540000000,-98.684953120000003
348231,348202,0.0000,32.274229540000000,-98.684953120000003
348232,CON179,0.0000,32.275001240000002,-98.684942309999997
348251,348232,0.0000,32.274229540000000,-98.684953120000003
348301,348302,0.0000,32.282756669999998,-98.662935779999998
348302,348331,0.0000,32.282756669999998,-98.662935779999998
348331,CON178,0.0000,32.282756669999998,-98.662935779999998
348401,348431,0.0000,32.283617479999997,-98.646499579999997
348431,CON178,0.0000,32.283617479999997,-98.646499579999997
348501,348531,0.0000,32.346471850000000,-98.602983069999993
348531,348601,0.0000,32.346471850000000,-98.602983069999993
348601,348631,0.0000,32.335967519999997,-98.607399450000003
348602,348632,0.0000,32.339122019999998,-98.613744109999999
348603,348633,0.0000,32.339605040000002,-98.610692889999996
348631,CON177,0.0000,32.335967519999997,-98.607399450000003
348632,CON177,0.0000,32.339122019999998,-98.613744109999999
348633,CON177,0.0000,32.339605040000002,-98.610692889999996
348701,348731,0.0000,32.235952800000000,-98.666338469999999
348731,348801,0.0000,32.235952800000000,-98.666338469999999
348801,348831,0.0000,32.236166660000002,-98.637150890000001
348831,CON175,0.0000,32.236166660000002,-98.637150890000001
348901,348931,0.0000,32.252457329999999,-98.619888470000006
348931,CON175,0.0000,32.252457329999999,-98.619888470000006
349001,349031,0.0000,32.248577380000000,-98.570082990000003
349031,CON174,0.0000,32.248577380000000,-98.570082990000003
349201,349231,0.0000,32.223275270000002,-98.586273090000006
349231,CON173,0.0000,32.223275270000002,-98.586273090000006
349301,349331,0.0000,32.228063470000002,-98.553372269999997
349331,349401,0.0000,32.228063470000002,-98.553372269999997
349401,349431,0.0000,32.220393489999999,-98.558049429999997
349431,CON172,0.0000,32.220393489999999,-98.558049429999997
349501,349531,0.0000,32.219344130000003,-98.556242470000001
349531,CON172,0.0000,32.219344130000003,-98.556242470000001
349601,349631,0.0000,32.200403020000003,-98.565649669999999
349631,CON171,0.0000,32.200403020000003,-98.565649669999999
349701,349801,0.0000,32.187952610000004,-98.556724799999998
349801,349831,0.0000,32.187952610000004,-98.556724799999998
349831,CON170,0.0000,32.187952610000004,-98.556724799999998
349901,349931,0.0000,32.170839090000001,-98.568531250000007
349931,CON169,0.0000,32.170839090000001,-98.568531250000007
350001,CON168,0.0000,32.186761830000002,-98.542158319999999
350101,350131,0.0000,32.194848899999997,-98.528966499999996
350131,CON168,0.0000,32.194848899999997,-98.528966499999996
350201,350231,0.0000,32.160579869999999,-98.548335609999995
350231,350302,0.0000,32.160579869999999,-98.548335609999995
350301,350331,0.0000,32.163122160000000,-98.545562050000001
350302,350332,0.0000,32.161848769999999,-98.546796830000005
350331,CON051,0.0000,32.163122160000000,-98.545562050000001
350332,350301,0.0000,32.161848769999999,-98.546796830000005
350401,350431,0.0000,32.147849280000003,-98.537598140000000
350431,350501,0.0000,32.147849280000003,-98.537598140000000
350501,350531,0.0000,32.158838920000001,-98.530745109999998
350531,CON053,0.0000,32.158838920000001,-98.530745109999998
350601,350631,0.0000,32.220151840000000,-98.513372989999993
350631,350801,0.0000,32.220151840000000,-98.513372989999993
350801,350831,0.0000,32.185425379999998,-98.514833600000003
350831,CON052,0.0000,32.185425379999998,-98.514833600000003
351101,351201,0.0000,32.143657460000000,-98.508204379999995
351201,CON054,0.0450,32.137350570000002,-98.502458160000003
351401,351431,0.0000,32.290121780000000,-98.422532640000000
351431,CON054,0.0000,32.290121780000000,-98.422532640000000
351501,351531,0.0000,32.287678980000003,-98.455119300000007
351531,351631,0.0000,32.287678980000003,-98.455119300000007
351631,CON054,0.0000,32.287678980000003,-98.455119300000007
351701,351731,0.0000,32.247029740000002,-98.413222550000000
351731,CON054,0.0000,32.247029740000002,-98.413222550000000
351801,351831,0.0000,32.236141809999999,-98.406718859999998
351831,CON054,0.0000,32.236141809999999,-98.406718859999998
351901,351931,0.0000,32.133711609999999,-98.385678749999997
351931,CON054,0.0000,32.133711609999999,-98.385678749999997
352001,352031,0.0000,32.233362929999998,-98.855148659999998
352031,352802,0.0000,32.233362929999998,-98.855148659999998
352101,352131,0.0000,32.240765150000001,-98.819186680000001
352131,352802,0.0000,32.240765150000001,-98.819186680000001
352201,352231,0.0000,32.247378189999999,-98.810590489999996
352202,352232,0.0000,32.248410260000000,-98.810880460000007
352231,352802,0.0000,32.247378189999999,-98.810590489999996
352232,352201,0.0000,32.248410260000000,-98.810880460000007
352301,352331,0.0000,32.226577839999997,-98.733038690000001
352331,352402,0.0000,32.226577839999997,-98.733038690000001
352401,352431,0.0000,32.222688800000000,-98.730052209999997
352402,352432,0.0000,32.223980480000002,-98.730642009999997
352431,352802,0.0000,32.222688800000000,-98.730052209999997
352432,352401,0.0000,32.223980480000002,-98.730642009999997
352501,352531,0.0000,32.215813779999998,-98.711301689999999
352531,352802,0.0000,32.215813779999998,-98.711301689999999
352601,352631,0.0000,32.185223510000000,-98.663412359999995
352631,352802,0.0000,32.185223510000000,-98.663412359999995
352801,352831,0.0000,32.150000050000003,-98.666645729999999
352802,353201,0.0000,32.148402879999999,-98.661506110000005
352831,352802,0.0000,32.150000050000003,-98.666645729999999
353001,353031,0.0000,32.157936520000000,-98.662585370000002
353002,353032,0.0000,32.158438179999997,-98.661363210000005
353031,352802,0.0000,32.157936520000000,-98.662585370000002
353032,352802,0.0000,32.158438179999997,-98.661363210000005
353101,353131,0.0000,32.137564820000001,-98.658622890000004
353102,353132,0.0000,32.144462359999999,-98.653665119999999
353103,353133,0.0000,32.138202069999998,-98.645555500000000
353104,353134,0.0000,32.136905749999997,-98.644663460000004
353131,353102,0.0000,32.137564820000001,-98.658622890000004
353132,353201,0.0000,32.144462359999999,-98.653665119999999
353133,353401,0.0000,32.138202069999998,-98.645555500000000
353134,353401,0.0000,32.136905749999997,-98.644663460000004
353201,353401,0.0000,32.146122110000000,-98.639975190000001
353301,353331,0.0000,32.134110030000002,-98.648043860000001
353331,353104,0.0000,32.134110030000002,-98.648043860000001
353401,354301,0.0000,32.134921280000000,-98.627079359999996
353501,353531,0.0000,32.113625409999997,-98.658053859999995
353531,353602,0.0000,32.113625409999997,-98.658053859999995
353601,353631,0.0000,32.129784399999998,-98.628065019999994
353602,353632,0.0000,32.129550180000003,-98.630193739999996
353631,354301,0.0000,32.129784399999998,-98.628065019999994
353632,353601,0.0000,32.129550180000003,-98.630193739999996
353701,353731,0.0000,32.168234900000002,-98.613530209999993
353731,353801,0.0000,32.168234900000002,-98.613530209999993
353751,353801,0.0000,32.168234900000002,-98.613530209999993
353801,353831,0.0000,32.152040000000000,-98.615288079999999
353831,354301,0.0000,32.152040000000000,-98.615288079999999
353901,353931,0.0000,32.132908610000001,-98.607066990000007
353931,354301,0.0000,32.132908610000001,-98.607066990000007
354001,CON055,0.0080,32.110496169999998,-98.604970150000000
354002,354031,0.0000,32.111301290000000,-98.607993579999999
354003,354032,0.0000,32.117582020000000,-98.617920519999998
354031,CON055,0.0000,32.111301290000000,-98.607993579999999
354032,354301,0.0000,32.117582020000000,-98.617920519999998
354101,354131,0.0000,32.130131040000002,-98.587977600000002
354131,354231,0.0000,32.130131040000002,-98.587977600000002
354231,354301,0.0000,32.122834580000003,-98.603572540000002
354301,SADL44,0.0000,32.120788970000000,-98.604817449999999
354401,354001,0.0080,32.113076399999997,-98.605538429999996
354501,354531,0.0000,32.105388550000001,-98.608688930000000
354531,CON055,0.0000,32.105388550000001,-98.608688930000000
354601,CON055,0.0000,32.115965629999998,-98.586975830000000
354602,354631,0.0000,32.119273849999999,-98.583586519999997
354631,354601,0.0000,32.119273849999999,-98.583586519999997
354701,354731,0.0000,32.096389709999997,-98.585449249999996
354731,CON056,0.0000,32.096389709999997,-98.585449249999996
354801,354831,0.0000,32.089366740000003,-98.578573919999997
354831,CON056,0.0000,32.089366740000003,-98.578573919999997
354901,354931,0.0000,32.094022240000001,-98.653780679999997
354931,CON057,0.0000,32.094022240000001,-98.653780679999997
355001,355031,0.0000,32.074077699999997,-98.616738069999997
355031,CON057,0.0000,32.074077699999997,-98.616738069999997
355101,355131,0.0000,32.059877239999999,-98.612395599999999
355131,CON057,0.0000,32.059877239999999,-98.612395599999999
355201,355231,0.0000,32.053614119999999,-98.580327659999995
355231,CON060,0.0000,32.053614119999999,-98.580327659999995
355301,355331,0.0000,32.061468359999999,-98.568981399999998
355331,CON060,0.0000,32.061468359999999,-98.568981399999998
355401,355431,0.0000,32.061140899999998,-98.562613740000003
355431,CON060,0.0000,32.061140899999998,-98.562613740000003
355501,355531,0.0000,32.040054789999999,-98.564149299999997
355531,CON060,0.0000,32.040054789999999,-98.564149299999997
355601,355701,0.0000,32.038714550000002,-98.559315810000001
355701,355731,0.0000,32.038714550000002,-98.559315810000001
355731,CON060,0.0000,32.038714550000002,-98.559315810000001
355801,W12222,0.0000,32.005139489999998,-98.458542499999993
356031,384401,0.0000,32.031328270000003,-98.824239539999994
356101,356131,0.0000,32.076405520000002,-98.772693369999999
356131,357501,0.0000,32.076405520000002,-98.772693369999999
356201,356231,0.0000,32.081749660000000,-98.766249759999994
356231,357501,0.0000,32.081749660000000,-98.766249759999994
356301,356331,0.0000,32.069386690000002,-98.765198029999993
356331,357501,0.0000,32.069386690000002,-98.765198029999993
356501,356531,0.0000,32.068689650000003,-98.746089449999999
356531,357501,0.0000,32.068689650000003,-98.746089449999999
356731,357501,0.0000,32.075339820000003,-98.741752710000000
356801,356831,0.0000,31.984114290000001,-98.782991190000004
356802,356832,0.0000,31.983628390000000,-98.786028659999999
356831,356901,0.0000,31.984114290000001,-98.782991190000004
356832,356801,0.0000,31.983628390000000,-98.786028659999999
356901,356931,0.0000,32.001163839999997,-98.762453850000000
356931,357501,0.0000,32.001163839999997,-98.762453850000000
357201,357501,0.0000,32.044639719999999,-98.733972140000006
357231,357501,0.0000,32.044639719999999,-98.733972140000006
357301,357331,0.0000,32.075163439999997,-98.723546099999993
357331,357501,0.0000,32.075163439999997,-98.723546099999993
357401,357431,0.0000,32.099169240000002,-98.704704090000007
357431,357503,0.0000,32.099169240000002,-98.704704090000007
357501,357801,0.0000,32.079618770000003,-98.705579619999995
357502,357531,0.0000,32.087565410000003,-98.702435690000002
357503,357532,0.0000,32.083744930000002,-98.706434369999997
357504,357533,0.0000,32.081659320000000,-98.703731169999998
357531,357503,0.0000,32.087565410000003,-98.702435690000002
357532,357504,0.0000,32.083744930000002,-98.706434369999997
357533,357801,0.0000,32.081659320000000,-98.703731169999998
357801,357901,0.0000,32.072134599999998,-98.677764280000005
357802,359501,0.0000,32.064295410000000,-98.666040240000001
357803,357831,0.0000,32.074438489999999,-98.676517970000006
357831,357901,0.0000,32.074438489999999,-98.676517970000006
357851,357901,0.0000,32.074438489999999,-98.676517970000006
357852,357901,0.0000,32.074438489999999,-98.676517970000006
357901,357802,0.0000,32.069980620000003,-98.668387370000005
358001,358031,0.0000,32.043649840000000,-98.685748059999995
358002,358032,0.0000,32.040298309999997,-98.685188789999998
358031,359501,0.0000,32.043649840000000,-98.685748059999995
358031,3580AA,0.0000,32.043649840000000,-98.685748059999995
358032,359501,0.0000,32.040298309999997,-98.685188789999998
358032,3580AA,0.0000,32.040298309999997,-98.685188789999998
358101,358131,0.0000,32.046394990000003,-98.652034860000001
358131,359501,0.0000,32.046394990000003,-98.652034860000001
358401,358501,0.0000,32.017391560000000,-98.684901470000000
358501,358531,0.0000,32.018056049999998,-98.674277009999997
358502,358532,0.0000,32.016255090000001,-98.674302370000007
358503,358601,0.0000,32.024105059999997,-98.661756679999996
358531,358503,0.0000,32.018056049999998,-98.674277009999997
358532,358501,0.0000,32.016255090000001,-98.674302370000007
358601,358631,0.0000,32.025134330000000,-98.661742039999993
358631,358701,0.0000,32.025391929999998,-98.661738380000003
358701,358731,0.0000,32.025134330000000,-98.661742039999993
358731,358801,0.0000,32.025391929999998,-98.661738380000003
358801,358831,0.0000,32.025134330000000,-98.661742039999993
358831,358901,0.0000,32.025391929999998,-98.661738380000003
358901,358931,0.0000,32.025134330000000,-98.661742039999993
358931,359001,0.0000,32.025391929999998,-98.661738380000003
359001,359031,0.0000,32.025134330000000,-98.661742039999993
359031,359501,0.0000,32.025391929999998,-98.661738380000003
359201,359231,0.0000,32.011531609999999,-98.640402839999993
359231,359501,0.0000,32.011531609999999,-98.640402839999993
359301,359331,0.0000,32.024160549999998,-98.593510809999998
359331,359501,0.0000,32.024160549999998,-98.593510809999998
359401,359501,0.0000,32.025427819999997,-98.591671239999997
359501,361901,0.0000,32.018451120000002,-98.589046870000004
359601,359631,0.0000,31.933119900000001,-98.724865080000001
359631,360801,0.0000,31.933119900000001,-98.724865080000001
359701,359801,0.0000,31.930765229999999,-98.774590439999997
359801,359831,0.0000,31.930765229999999,-98.774590439999997
359831,359901,0.0000,31.930765229999999,-98.774590439999997
359901,359931,0.0000,31.930765229999999,-98.774590439999997
359931,360031,0.0000,31.930765229999999,-98.774590439999997
360031,360131,0.0000,31.930765229999999,-98.774590439999997
360131,360231,0.0000,31.930765229999999,-98.774590439999997
360231,390201,0.0000,31.936329799999999,-98.764214229999993
360331,360431,0.0000,31.944670530000000,-98.748346929999997
360431,360531,0.0000,31.944670530000000,-98.748346929999997
360531,360601,0.0000,31.943331270000002,-98.742909019999999
360601,360701,0.0000,31.951451259999999,-98.730980720000005
360701,360731,0.0000,31.957080510000001,-98.701504889999995
360731,360801,0.0000,31.957080510000001,-98.701504889999995
360801,360831,0.0000,31.953844270000001,-98.686698930000006
360831,361101,0.0000,31.953844270000001,-98.686698930000006
360901,360931,0.0000,31.961490890000000,-98.654158960000004
361001,361031,0.0000,31.961956050000001,-98.649302379999995
361031,361101,0.0000,31.961956050000001,-98.649302379999995
361101,361102,0.0000,31.968780630000001,-98.637382270000003
361102,361201,0.0000,31.973968010000000,-98.641248619999999
361201,361801,0.0000,31.988536239999998,-98.631639329999999
361202,361231,0.0000,31.987977669999999,-98.627403229999999
361231,361801,0.0000,31.987977669999999,-98.627403229999999
361301,361331,0.0000,31.982907200000000,-98.659613120000003
361331,361401,0.0000,31.982907200000000,-98.659613120000003
361401,361431,0.0000,31.983629040000000,-98.654751800000000
361431,361501,0.0000,31.983629040000000,-98.654751800000000
361501,361531,0.0000,31.995020159999999,-98.636396739999995
361531,361601,0.0000,31.995020159999999,-98.636396739999995
361601,361631,0.0000,31.995020159999999,-98.636396739999995
361631,361801,0.0000,31.995020159999999,-98.636396739999995
361701,361731,0.0000,31.993590059999999,-98.598515489999997
361731,361801,0.0000,31.993590059999999,-98.598515489999997
361801,361901,0.0000,32.004155460000000,-98.599874830000005
361802,361831,0.0000,32.001305750000000,-98.598097050000007
361831,361801,0.0000,32.001305750000000,-98.598097050000007
361851,361801,0.0000,32.001305750000000,-98.598097050000007
361901,362021,0.0000,32.015330550000002,-98.586060040000007
361902,361931,0.0000,32.019437779999997,-98.585088749999997
361931,361901,0.0000,32.019437779999997,-98.585088749999997
361951,361901,0.0000,32.019437779999997,-98.585088749999997
362001,362031,0.0000,31.999149559999999,-98.565380259999998
362011,W12221,0.0000,32.001392299999999,-98.558673909999996
362021,362011,0.0000,32.010230499999999,-98.566728130000001
362031,CON061,0.0000,31.999149559999999,-98.565380259999998
362201,362231,0.0000,32.000682030000000,-98.541097010000001
362202,362232,0.0000,32.000898970000001,-98.537454650000001
362231,CON061,0.0000,32.000682030000000,-98.541097010000001
362232,362201,0.0000,32.000898970000001,-98.537454650000001
362301,362401,0.0000,31.973313780000002,-98.579718520000000
362302,362331,0.0000,31.972805180000002,-98.580333159999995
362331,362301,0.0000,31.972805180000002,-98.580333159999995
362401,CON061,0.0000,31.973313780000002,-98.579718520000000
362402,362302,0.0000,31.972805180000002,-98.580333159999995
348202,348232,0.0000,32.275001240000002,-98.684942309999997
W12211,515901,0.0000,31.972670730000001,-98.476960140000003
W12221,CON061,0.0000,31.998778420000001,-98.555076339999999
W12222,CON246,0.0000,31.999492340000000,-98.459847949999997
W12231,CON060,0.0000,32.050529089999998,-98.488746359999993
W12232,CON180,0.0000,32.365133890000003,-98.665109749999999
W12241,W12242,0.0000,32.372108529999998,-98.745990719999995
W12242,347001,0.0000,32.362665990000004,-98.675494310000005
CON051,CON052,0.0090,32.171183429999999,-98.529945190000007
CON052,CON053,0.0000,32.158983689999999,-98.520719749999998
CON053,351101,0.0180,32.157944100000002,-98.519823840000001
CON054,CON060,0.0630,32.084337370000000,-98.497005639999998
CON055,CON056,0.0080,32.101595029999999,-98.590834610000002
CON056,CON057,0.0080,32.083876770000003,-98.594438370000006
CON057,CON058,0.0230,32.073023120000002,-98.590352460000005
CON058,CON060,0.0520,32.056698640000000,-98.579977369999995
CON059,W12211,0.0000,31.974215170000001,-98.476935170000004
CON060,CON246,0.0440,32.017778690000000,-98.505346369999998
CON061,CON059,0.0000,31.979450279999998,-98.529602209999993
CON168,LEDL43,0.0000,32.181330750000001,-98.539811920000005
CON169,350001,0.0000,32.186032930000003,-98.546119970000007
CON170,CON169,0.0000,32.187089170000000,-98.548534430000004
CON171,CON170,0.0000,32.200901569999999,-98.564122249999997
CON172,CON171,0.0000,32.205301820000003,-98.566486269999999
CON174,CON173,0.0000,32.231192870000001,-98.580682730000007
CON173,CON172,0.0000,32.226550619999998,-98.579841279999997
CON175,CON174,0.0000,32.251482570000000,-98.600747560000002
CON176,CON175,0.0000,32.290881050000003,-98.627231629999997
CON177,CON176,0.0000,32.292443530000000,-98.629033239999998
CON178,CON177,0.0000,32.293003210000002,-98.633284399999994
CON179,CON178,0.0000,32.301362810000001,-98.645331350000006
CON180,CON179,0.0000,32.304194260000003,-98.645290480000000
CON181,W12232,0.0000,32.364904109999998,-98.667853149999999
CON182,W12241,0.0000,32.371452599999998,-98.758177130000007
CON246,CON059,0.0110,31.984986390000000,-98.473729599999999
LEDL43,CON051,0.0000,32.173021849999998,-98.533257960000000
SADL44,354401,0.0000,32.113848079999997,-98.605526990000001
106371,346801,0.0000,32.387880789999997,-98.809111779999995
393901,393931,0.0000,32.185946250000001,-97.960601760000003
393931,409201,0.0000,32.185946250000001,-97.960601760000003
P41411,432101,0.0000,31.781952740000001,-97.324535299999994
425801,425831,0.0000,32.388279840000003,-97.408039220000006
425831,410701,0.0000,32.388279840000003,-97.408039220000006
502831,CON064,0.0000,32.221555619999997,-97.615410870000005
529501,5295P1,0.0000,32.245544809999998,-98.089746230000003
529502,529532,0.0000,32.246306920000002,-98.071487039999994
5295P1,408902,0.0000,32.245544809999998,-98.089746230000003
529532,408902,0.0000,32.246306920000002,-98.071487039999994
534631,411301,0.0000,31.960810389999999,-97.559258929999999
546001,546031,0.0000,32.256680039999999,-97.723389240000003
546031,CON073,0.0000,32.256680039999999,-97.723389240000003
562831,CON198,0.0000,32.322513460000003,-98.004192290000006
562832,408901,0.0000,32.300335680000003,-98.018353719999993
405701,405901,0.0000,32.373679539999998,-97.687359889999996
405901,406001,0.0000,32.373679539999998,-97.687359889999996
405901,406101,0.0000,32.373679539999998,-97.687359889999996
406001,CON194,0.0004,32.373679539999998,-97.687359889999996
406001,406101,0.0000,32.373679539999998,-97.687359889999996
406101,406201,0.0000,32.373679539999998,-97.687359889999996
406201,406301,0.0000,32.373679539999998,-97.687359889999996
406301,406401,0.0000,32.373679539999998,-97.687359889999996
406401,406501,0.0000,32.373679539999998,-97.687359889999996
406501,406701,0.0000,32.373679539999998,-97.687359889999996
406701,406801,0.0000,32.373679539999998,-97.687359889999996
406801,407001,0.0000,32.373679539999998,-97.687359889999996
407001,407101,0.0000,32.373679539999998,-97.687359889999996
407101,515601,0.0000,32.373679539999998,-97.687359889999996
407201,407601,0.0030,32.364512179999998,-97.620909290000000
407202,407201,0.0010,32.379802460000001,-97.640923729999997
407203,CON062,0.0000,32.377627850000003,-97.663206669999994
407301,407401,0.0000,32.375885529999998,-97.666599289999994
407401,407203,0.0000,32.376631199999999,-97.665059209999995
407531,CON062,0.0000,32.433747160000003,-97.578324449999997
407601,407702,0.0000,32.334276140000000,-97.700809289999995
407701,407801,0.0000,32.321445070000003,-97.688342719999994
407702,407701,0.0000,32.325368460000000,-97.691898109999997
407801,407901,0.0000,32.319612130000003,-97.686562629999997
407901,408001,0.0000,32.319349189999997,-97.686264460000004
407931,408001,0.0000,32.325427490000003,-97.680637129999994
408001,408002,0.0000,32.314079749999998,-97.679395779999993
408002,408003,0.0000,32.309561070000001,-97.671292089999994
408003,408101,0.0000,32.297495710000000,-97.673113049999998
408101,408102,0.0000,32.296906069999999,-97.683471389999994
408102,408201,0.0000,32.297480270000001,-97.686803609999998
408201,408202,0.0000,32.303853310000001,-97.697904769999994
408202,408203,0.0000,32.311967660000001,-97.705616680000006
408203,408301,0.0000,32.313784380000001,-97.706484820000000
408301,BRGR30,0.0020,32.324685760000001,-97.711695700000007
408401,CON200,0.0000,32.394841130000003,-98.126597700000005
408402,408431,0.0000,32.391993560000003,-98.125436469999997
408403,408432,0.0000,32.390711060000001,-98.125766970000001
408431,CON200,0.0000,32.391993560000003,-98.125436469999997
408432,408402,0.0000,32.390711060000001,-98.125766970000001
408501,408531,0.0000,32.381198859999998,-98.126566749999995
408531,CON200,0.0000,32.381198859999998,-98.126566749999995
408601,CON200,0.0000,32.325342509999999,-98.072906360000005
408701,CON199,0.0000,32.385337079999999,-98.005596060000002
408702,408701,0.0000,32.398576929999997,-97.996176960000000
408703,408702,0.0000,32.404205760000004,-97.993924939999999
408704,408731,0.0000,32.409052449999997,-97.991079540000001
408705,408732,0.0000,32.398521100000004,-97.992523439999999
408731,408703,0.0000,32.409052449999997,-97.991079540000001
408732,408701,0.0000,32.398521100000004,-97.992523439999999
408751,408704,0.0000,32.409052449999997,-97.991079540000001
408752,408705,0.0000,32.398521100000004,-97.992523439999999
408801,CON198,0.0000,32.336746190000000,-97.992324530000005
408901,CON197,0.0000,32.289915639999997,-98.010057279999998
408902,408901,0.0000,32.291505020000002,-98.013065030000007
409001,409031,0.0000,32.206296879999996,-97.995112390000003
409031,409201,0.0000,32.206296879999996,-97.995112390000003
