CPID,NHDPlusID,lat,lon
516501,3.00002E+13,31.32483124,-96.31704479
516531,3.00002E+13,31.32483124,-96.31704479
528731,3.00002E+13,31.64351438,-96.5787399
528613,3.00002E+13,30.37037202,-96.1452943
528623,3.00002E+13,30.38394551,-96.13599355
528701,3.00002E+13,31.64351438,-96.5787399
528801,3.00002E+13,31.58835111,-96.52757736
528831,3.00002E+13,31.58835111,-96.52757736
528901,3.00002E+13,31.57399523,-96.52025184
528931,3.00002E+13,31.57399523,-96.52025184
529001,3.00002E+13,31.64878262,-96.46542181
529031,3.00002E+13,31.64878262,-96.46542181
529101,3.00002E+13,31.63565068,-96.32789806
529131,3.00002E+13,31.63565068,-96.32789806
529201,3.00002E+13,31.63128304,-96.30775732
529331,3.00002E+13,31.63128304,-96.30775732
529332,3.00002E+13,31.637736,-96.30152374
529431,3.00002E+13,31.55627282,-96.33430168
529531,3.00002E+13,31.49501227,-96.32581116
529731,3.00005E+13,29.20935053,-99.77835547
529801,3.00002E+13,31.19527457,-96.46516048
529831,3.00002E+13,31.19527457,-96.46516048
529931,3.00002E+13,31.16016184,-96.21397653
530031,3.00002E+13,31.03724468,-96.34223567
530131,3.00002E+13,31.06184628,-96.28668156
530231,3.00002E+13,31.0623796,-96.19864486
530232,3.00002E+13,31.06520702,-96.20724418
530233,3.00002E+13,31.06960557,-96.20796964
530234,3.00002E+13,31.07449271,-96.20777467
530235,3.00002E+13,31.07484107,-96.19333933
530331,3.00002E+13,31.02791321,-96.20873155
530431,3.00002E+13,30.86265624,-96.09839667
530531,3.00002E+13,30.77710413,-96.23517511
530631,3.00002E+13,30.73520237,-96.13324697
530701,3.00002E+13,30.65150675,-96.16774484
530731,3.00002E+13,30.65150675,-96.16774484
530751,3.00002E+13,30.64956575,-96.09454046
530801,3.00002E+13,30.67261271,-96.34460224
530831,3.00002E+13,30.67261271,-96.34460224
531031,3.00002E+13,30.59465747,-96.24864241
531101,3.00002E+13,30.61023076,-96.06296161
531131,3.00002E+13,30.61023076,-96.06296161
531151,3.00002E+13,30.61023076,-96.06296161
531201,3.00002E+13,30.60558744,-96.07959673
531231,3.00002E+13,30.60558744,-96.07959673
531331,3.00002E+13,30.5672389,-96.06353725
531431,3.00002E+13,30.51952446,-96.26861475
536731,3.00002E+13,31.21085768,-96.37502039
W12092,3.00002E+13,31.32534565,-96.31702481
W12101,3.00002E+13,31.65796887,-96.61962445
W12102,3.00002E+13,31.6437866,-96.57933383
W12521,3.00002E+13,31.32817457,-96.3169149
W12522,3.00002E+13,31.51125798,-96.3266897
W12531,3.00002E+13,31.48501516,-96.44779404
W12532,3.00002E+13,31.6440441,-96.5793245
CON131,3.00002E+13,31.54452157,-96.47912227
CON132,3.00002E+13,31.41518516,-96.34368256
CON133,3.00002E+13,31.34575755,-96.31954553
CON134,3.00002E+13,31.20673666,-96.31109751
CON135,3.00002E+13,31.10001433,-96.27978009
CON136,3.00002E+13,31.07704995,-96.26024982
CON137,3.00002E+13,31.04368482,-96.24624495
CON138,3.00002E+13,30.99444199,-96.23528018
CON139,3.00002E+13,30.82381457,-96.16860702
CON140,3.00002E+13,30.75022574,-96.17066508
CON141,3.00002E+13,30.68890163,-96.16953465
CON142,3.00002E+13,30.58142634,-96.1753365
CON143,3.00002E+13,30.5384948,-96.16062365
CON144,3.00002E+13,30.51487988,-96.14603982
CON145,3.00002E+13,30.50905064,-96.14060024
CON146,3.00002E+13,30.51071933,-96.14471376
CON229,3.00002E+13,31.57595875,-96.32024925
CON250,3.00002E+13,31.55593222,-96.32223637
CON230,3.00002E+13,31.36356382,-96.32096438
CON231,3.00002E+13,30.38453854,-96.14531997
CON247,3.00002E+13,30.61253327,-96.18216487
NAGR64,3.00002E+13,31.57425312,-96.52046557
BGFR65,3.00002E+13,31.50632039,-96.3250699
NAEA66,3.00002E+13,31.17486173,-96.29677525
NABR67,3.00002E+13,30.86932179,-96.19225877
26533,3.00002E+13,31.36980537,-96.28696837
26532,3.00002E+13,31.33984652,-96.26584798
13931,3.00002E+13,30.6536081,-96.37374463
102311,3.00002E+13,30.38420952,-96.10029342
24608,3.00002E+13,30.56172096,-96.08528012
24601,3.00002E+13,30.60376893,-96.07907275
100241,3.00002E+13,30.61453354,-96.27686324
21201,3.00002E+13,30.60704359,-96.05980441
19861,3.00002E+13,31.20595857,-96.49644184
24603,3.00002E+13,30.54236347,-96.10937727
24604,3.00002E+13,30.54311628,-96.12577941
24605,3.00002E+13,30.57380511,-96.15292831
24301,3.00002E+13,31.42467681,-96.24320494
24302,3.00002E+13,31.42815543,-96.23884439
24305,3.00002E+13,31.42189966,-96.24512372
24602,3.00002E+13,30.57269982,-96.08214144
26534,3.00002E+13,31.40324298,-96.24103957
26536,3.00002E+13,31.40228392,-96.24348948
26530,3.00002E+13,31.40324298,-96.24103957
26531,3.00002E+13,31.39038053,-96.28616192
02653A,3.00002E+13,31.40323429,-96.24073942
100243,3.00002E+13,30.56147449,-96.20601833
104261,3.00002E+13,30.64284782,-96.32121802
18711,3.00002E+13,28.97732129,-95.38587391
18714,3.00002E+13,28.97732129,-95.38587391
18716,3.00002E+13,28.97732129,-95.38587391
19611,3.00002E+13,28.97704216,-95.38529842
18612,3.00002E+13,28.97704216,-95.38529842
18611,3.00002E+13,28.97704216,-95.38529842
22161,3.00002E+13,28.97732129,-95.38587391
18061,3.00002E+13,28.97704216,-95.38529842
18781,3.00002E+13,28.97704216,-95.38529842
1011,3.00002E+13,28.87597697,-95.37863426
292501,3.00002E+13,29.66044522,-96.05345828
292502,3.00002E+13,29.67100501,-96.05332156
292531,3.00002E+13,29.66044522,-96.05345828
292551,3.00002E+13,29.66044522,-96.05345828
292552,3.00002E+13,29.66044522,-96.05345828
292553,3.00002E+13,29.6670072,-96.0490442
P40091,3.00002E+13,29.97839273,-96.09625457
400951,3.00002E+13,29.97944908,-96.09710247
400952,3.00002E+13,29.97324677,-96.09646341
401111,3.00002E+13,30.36870662,-96.24556355
401121,3.00002E+13,30.36754558,-96.25873091
401602,3.00002E+13,30.36964539,-96.23589399
401603,3.00002E+13,30.38277964,-96.2160803
401611,3.00002E+13,30.37841747,-96.20790134
401612,3.00002E+13,30.36431856,-96.28062546
401621,3.00002E+13,30.36894676,-96.24495833
401632,3.00002E+13,30.36964539,-96.23589399
401633,3.00002E+13,30.38277964,-96.2160803
P52901,3.00002E+13,30.31120984,-96.09670593
529002,3.00002E+13,30.31199945,-96.09727056
529003,3.00002E+13,30.26634828,-96.09525541
428001,3.00002E+13,29.83696721,-96.12185613
516604,3.00002E+13,29.68117827,-96.05734826
528512,3.00002E+13,30.36278794,-96.26338953
528521,3.00002E+13,30.3616855,-96.27864061
528611,3.00002E+13,30.39161164,-96.17516327
528612,3.00002E+13,30.36975242,-96.15038835
528621,3.00002E+13,30.3947874,-96.17802022
528622,3.00002E+13,30.37782615,-96.16199438
531631,3.00002E+13,30.17080829,-96.25122175
531632,3.00002E+13,30.17348151,-96.24576081
531633,3.00002E+13,30.17398736,-96.24544307
531634,3.00002E+13,30.17133608,-96.24286792
531635,3.00002E+13,30.16885432,-96.25486934
531831,3.00002E+13,30.14050457,-96.0152812
